sample_id,sample_type,source_event_id,source_file,sample_file,event_time_in_sample_s,source_event_time_s,source_start_s,source_end_s,time_scale,speed_scale,noise_gain,noise_model,dropout_samples,is_augmented,target_wheels,sensor_wheels,sensor_delay_s,sensor_signal_columns,sensor_signal_time_s
E02_event_030,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_030.csv,39.91358598,429.68000000,387.72503284,440.27177243,0.95134352,0.96572708,0.28072905,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.21358598
E02_event_031,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_031.csv,40.07689915,429.68000000,389.60108828,439.59359866,0.99994978,0.97751360,0.40359210,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.37689915
E02_event_032,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_032.csv,39.78416060,429.68000000,388.88671163,440.14471117,0.97526241,1.00751930,0.30742627,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.08416060
E02_event_033,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_033.csv,39.99097049,429.68000000,390.10597081,439.57478076,1.01053573,0.99840149,0.29233977,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.29097049
E02_event_034,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_034.csv,39.94491022,429.68000000,389.45993856,439.79428305,0.99315886,0.98421686,0.37433824,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.24491022
E02_event_035,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_035.csv,40.13711474,429.68000000,389.70943644,439.49200017,1.00416685,0.97830144,0.40274013,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.43711474
E02_event_036,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_036.csv,39.82801391,429.68000000,389.89569368,439.83083424,1.00109861,0.97921287,0.44574855,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.12801391
E02_event_037,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_037.csv,39.73440298,429.68000000,389.02700512,440.17268900,0.97740408,1.04222631,0.31021463,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.03440298
E02_event_038,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_038.csv,39.73286983,429.68000000,390.79427539,439.71843771,1.02178551,0.96065600,0.35704762,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.03286983
E02_event_039,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_039.csv,39.63032949,429.68000000,388.31728626,440.49252897,0.95811725,0.99926522,0.39241137,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.93032949
E02_event_040,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_040.csv,39.71898816,429.68000000,389.97593235,439.94715352,1.00037579,1.04385888,0.35313026,contiguous_correlated_residual_v2,3,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.01898816
E02_event_041,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_041.csv,39.85196142,429.68000000,390.69244065,439.59814121,1.02217123,0.96614145,0.38894132,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.15196142
E02_event_042,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_042.csv,40.02564206,429.68000000,390.61568887,439.40503522,1.02460893,1.04455625,0.22135287,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.32564206
E02_event_043,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_043.csv,39.65714030,429.68000000,390.74615461,439.82440171,1.01857754,0.97217307,0.35424569,contiguous_correlated_residual_v2,3,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.95714030
E02_event_044,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_044.csv,40.32426500,429.68000000,390.99112604,438.95373142,1.04227032,0.97365818,0.29702987,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.62426500
E02_event_045,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_045.csv,40.24098484,429.68000000,388.83135832,439.57622965,0.98512418,1.01654779,0.25105095,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.54098484
E02_event_046,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_046.csv,39.83536691,429.68000000,388.02386482,440.29877425,0.95629051,0.98078191,0.27947360,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.13536691
E02_event_047,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_047.csv,39.57836884,429.68000000,388.47330447,440.51998477,0.96048393,0.95945631,0.48296393,contiguous_correlated_residual_v2,2,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.87836884
E02_event_048,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_048.csv,39.87658602,429.68000000,391.42521936,439.38209518,1.04239484,1.01119035,0.15396420,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.17658602
E02_event_049,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_049.csv,40.29446304,429.68000000,387.40410912,439.85230239,0.95313102,0.97521213,0.44621136,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.59446304
E02_event_050,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_050.csv,39.99042997,429.68000000,388.93269355,439.86882629,0.98142512,1.04566025,0.17277342,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.29042997
E02_normal_001,normal,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_normal_001.csv,,429.68000000,172.54646214,223.92372221,0.97299856,1.02279712,0.43324116,contiguous_correlated_residual_v2,0,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E02_normal_002,normal,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_normal_002.csv,,429.68000000,77.87864085,126.92473034,1.01924538,1.01139999,0.29551920,contiguous_correlated_residual_v2,3,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E02_normal_003,normal,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_normal_003.csv,,429.68000000,263.71611116,312.19558567,1.03115804,1.01301951,0.29788606,contiguous_correlated_residual_v2,1,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E02_normal_004,normal,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_normal_004.csv,,429.68000000,43.20499001,94.19204691,0.98044490,0.99228959,0.29010598,contiguous_correlated_residual_v2,0,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E02_normal_005,normal,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_normal_005.csv,,429.68000000,139.09020895,190.55556671,0.97133299,1.04773425,0.26185773,contiguous_correlated_residual_v2,2,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E02_normal_006,normal,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_normal_006.csv,,429.68000000,1.52196019,50.61588970,1.01825216,1.01898841,0.26621196,contiguous_correlated_residual_v2,3,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E02_normal_007,normal,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_normal_007.csv,,429.68000000,207.28773714,256.42823646,1.01728718,1.01751985,0.23055679,contiguous_correlated_residual_v2,0,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E02_normal_008,normal,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_normal_008.csv,,429.68000000,179.97825408,232.07173116,0.95962110,1.04149823,0.37364773,contiguous_correlated_residual_v2,2,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E02_normal_009,normal,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_normal_009.csv,,429.68000000,120.39658556,169.64885985,1.01497851,0.99937902,0.17928371,contiguous_correlated_residual_v2,0,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E02_normal_010,normal,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_normal_010.csv,,429.68000000,303.50210707,353.53670271,0.99910870,0.97880239,0.33552760,contiguous_correlated_residual_v2,0,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E03_event_000,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_000.csv,40.00000000,436.08000000,396.08000000,446.07000000,1.00000000,1.00000000,0.00000000,none,0,0,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.30000000
E03_event_001,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_001.csv,40.46867620,436.08000000,396.52550355,445.38623889,1.02311190,1.02193391,0.16640952,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.76867620
E03_event_002,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_002.csv,40.11882785,436.08000000,396.30546023,445.86646063,1.00865599,1.04058054,0.20036118,contiguous_correlated_residual_v2,2,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.41882785
E03_event_003,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_003.csv,39.92609743,436.08000000,396.52146107,446.05125458,1.00929151,0.99356248,0.28451501,contiguous_correlated_residual_v2,1,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.22609743
E03_event_004,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_004.csv,40.39703467,436.08000000,394.31955189,445.99673111,0.96735156,0.96855615,0.10236688,contiguous_correlated_residual_v2,3,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.69703467
E03_event_005,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_005.csv,39.70285555,436.08000000,397.01019701,446.20311839,1.01620312,1.02221346,0.24530762,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.00285555
E03_event_006,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_006.csv,39.56778267,436.08000000,397.01516026,446.36974135,1.01287457,1.00878103,0.23631539,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.86778267
E03_event_007,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_007.csv,39.79042816,436.08000000,396.54102003,446.21511755,1.00635950,0.99699193,0.36209941,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.09042816
E03_event_008,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_008.csv,40.30965170,436.08000000,396.53538193,445.57662575,1.01934609,1.02722740,0.18013289,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.60965170
E03_event_009,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_009.csv,39.52862284,436.08000000,395.24126529,446.88810248,0.96791987,1.00504945,0.12689704,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.82862284
E03_event_010,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_010.csv,39.64176354,436.08000000,397.92133339,446.04108320,1.03886658,0.97938230,0.49521504,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.94176354
E03_event_011,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_011.csv,39.62245896,436.08000000,395.31991107,446.74521125,0.97208961,1.02335731,0.14769448,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.92245896
E03_event_012,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_012.csv,39.93727892,436.08000000,398.01370801,445.66176988,1.04915075,0.99239939,0.12668366,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.23727892
E03_event_013,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_013.csv,39.62503757,436.08000000,397.20490737,446.24879476,1.01929114,0.95145796,0.32871003,contiguous_correlated_residual_v2,2,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.92503757
E03_event_014,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_014.csv,40.16805618,436.08000000,397.33927365,445.55293133,1.03684314,1.00922595,0.17193654,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.46805618
E03_event_015,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_015.csv,40.03443911,436.08000000,396.04402960,446.03594168,0.99996175,1.00126734,0.20174805,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.33443911
E03_event_016,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_016.csv,39.88270995,436.08000000,396.47109876,446.11789998,1.00691281,1.02250268,0.33950309,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.18270995
E03_event_017,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_017.csv,40.02501801,436.08000000,394.69021349,446.38476681,0.96702644,0.99670090,0.42351813,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.32501801
E03_event_018,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_018.csv,39.84385418,436.08000000,396.32295602,446.20403981,1.00218352,1.00164274,0.25440914,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.14385418
E03_event_019,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_019.csv,39.57129779,436.08000000,395.37351086,446.79758603,0.97211277,1.04402934,0.21517200,contiguous_correlated_residual_v2,2,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.87129779
E03_event_020,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_020.csv,39.69246577,436.08000000,394.95785485,446.74844020,0.96523335,1.04161399,0.43796841,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.99246577
E03_event_021,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_021.csv,40.49872825,436.08000000,396.00473883,445.47202812,1.01056680,0.95777838,0.45199414,contiguous_correlated_residual_v2,3,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.79872825
E03_event_022,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_022.csv,40.00428971,436.08000000,397.27851613,445.76547072,1.03099897,1.04748013,0.39433432,contiguous_correlated_residual_v2,3,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.30428971
E03_event_023,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_023.csv,39.68903888,436.08000000,396.10022500,446.45641928,0.99272792,1.03566803,0.37950083,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.98903888
E03_event_024,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_024.csv,39.92453307,436.08000000,397.08316828,445.91158199,1.02378915,1.00492149,0.33447523,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.22453307
E03_event_025,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_025.csv,40.08224634,436.08000000,394.02299255,446.47588614,0.95304561,1.04650884,0.31722680,contiguous_correlated_residual_v2,2,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.38224634
E03_event_026,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_026.csv,40.19013556,436.08000000,396.40170108,445.75505944,1.01289966,0.95356600,0.23037255,contiguous_correlated_residual_v2,1,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.49013556
E03_event_027,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_027.csv,39.70405397,436.08000000,397.96003668,445.95556298,1.04155541,1.00764669,0.13276445,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.00405397
E03_event_028,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_028.csv,40.26119452,436.08000000,394.78716439,446.05809355,0.97501646,1.03892946,0.10725240,contiguous_correlated_residual_v2,3,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.56119452
E03_event_029,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_029.csv,40.34092361,436.08000000,397.49866910,445.30820243,1.04560736,0.99687505,0.21168450,contiguous_correlated_residual_v2,2,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.64092361
E03_event_030,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_030.csv,40.37965559,436.08000000,396.03770509,445.61005269,1.00842511,0.98224287,0.40728182,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.67965559
E03_event_031,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_031.csv,39.87483927,436.08000000,395.25696713,446.43569162,0.97677307,1.04219776,0.48904899,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.17483927
E03_event_032,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_032.csv,40.16596358,436.08000000,397.01280874,445.63529198,1.02812519,1.04736949,0.40228818,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.46596358
E03_event_033,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_033.csv,39.98740494,436.08000000,397.80168749,445.65507645,1.04464911,0.99406384,0.33032931,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.28740494
E03_event_034,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_034.csv,39.90248344,436.08000000,397.57720916,445.81366836,1.03635302,0.95558935,0.47302521,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.20248344
E03_event_035,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_035.csv,40.17664061,436.08000000,396.94938961,445.63786091,1.02673176,0.99139256,0.36924298,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.47664061
E03_event_036,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_036.csv,39.92884026,436.08000000,395.45268801,446.31715873,0.98280783,0.95812877,0.19511951,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.22884026
E03_event_037,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_037.csv,39.89918463,436.08000000,396.26166643,446.15036751,1.00203050,1.04529702,0.41875085,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.19918463
E03_event_038,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_038.csv,40.41320964,436.08000000,394.83998964,445.85271880,0.97995149,1.01922949,0.37751910,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.71320964
E03_event_039,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_039.csv,39.95756395,436.08000000,394.88948018,446.42200324,0.97006700,0.98323453,0.47059530,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.25756395
E03_event_040,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_040.csv,39.61915205,436.08000000,397.56509018,446.16179763,1.02867051,0.98567356,0.11318744,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.91915205
E03_event_041,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_041.csv,40.47187334,436.08000000,394.01998842,445.97162310,0.96224114,0.96631197,0.18165029,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.77187334
E03_event_042,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_042.csv,40.06269174,436.08000000,396.38613563,445.91591493,1.00929180,0.98519749,0.40953684,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.36269174
E03_event_043,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_043.csv,39.51524072,436.08000000,397.91253310,446.19748937,1.03531211,1.01279006,0.22404026,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.81524072
E03_event_044,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_044.csv,40.03690266,436.08000000,395.59831146,446.14367026,0.98901266,1.01760948,0.20331652,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.33690266
E03_event_045,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_045.csv,40.45994654,436.08000000,396.05142804,445.50844624,1.01077667,1.04289508,0.41383702,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.75994654
E03_event_046,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_046.csv,39.54197071,436.08000000,398.33583286,446.05300228,1.04763130,0.97094383,0.10351104,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.84197071
E03_event_047,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_047.csv,40.45712488,436.08000000,397.10956577,445.26256757,1.03814919,0.99496777,0.44788371,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.75712488
E03_event_048,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_048.csv,40.36310329,436.08000000,397.41612067,445.30161931,1.04394862,1.01966492,0.13518077,contiguous_correlated_residual_v2,2,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.66310329
E03_event_049,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_049.csv,39.75096280,436.08000000,397.22714180,446.08770377,1.02311553,1.00290611,0.46344084,contiguous_correlated_residual_v2,3,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.05096280
E03_event_050,event,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_event_050.csv,40.22929658,436.08000000,395.97334723,445.81094675,1.00305794,0.97407285,0.23862530,contiguous_correlated_residual_v2,3,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.52929658
E03_normal_001,normal,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_normal_001.csv,,436.08000000,185.16237653,234.73460064,1.00842762,0.97543937,0.25643974,contiguous_correlated_residual_v2,0,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E03_normal_002,normal,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_normal_002.csv,,436.08000000,263.21630705,315.44776576,0.95708604,1.04805637,0.44587389,contiguous_correlated_residual_v2,0,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E03_normal_003,normal,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_normal_003.csv,,436.08000000,184.53618949,236.92654668,0.95418323,0.96655603,0.12160296,contiguous_correlated_residual_v2,0,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E03_normal_004,normal,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_normal_004.csv,,436.08000000,190.57700281,238.83087913,1.03597895,0.99610533,0.17449741,contiguous_correlated_residual_v2,0,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E03_normal_005,normal,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_normal_005.csv,,436.08000000,358.18682813,407.45569107,1.01463677,0.95749135,0.30756486,contiguous_correlated_residual_v2,0,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E03_normal_006,normal,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_normal_006.csv,,436.08000000,93.00733582,142.30963731,1.01394861,1.00235849,0.41361885,contiguous_correlated_residual_v2,0,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E03_normal_007,normal,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_normal_007.csv,,436.08000000,132.58789411,183.89234986,0.97437931,0.99567183,0.32335705,contiguous_correlated_residual_v2,0,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E03_normal_008,normal,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_normal_008.csv,,436.08000000,90.92101403,141.05168568,0.99719390,0.97538313,0.29487309,contiguous_correlated_residual_v2,0,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
E03_normal_009,normal,E03,202601211_yuan_55_haimalu_rr100_blowout_2.txt,samples/E03_normal_009.csv,,436.08000000,53.72640298,104.99124684,0.97513220,0.99111957,0.26181000,contiguous_correlated_residual_v2,3,1,,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,
